listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment_label
1469714,678030649386758161,2022-07-24,16623901,Isabel,"We stayed with our three children at Jonas' place and we loved it. It is very well decorated with a good sense of style and comfortable in a  green and quiet neighborhood with easy access. There were many toys for the children and a cosy garden. The communication with Jonas was very easy, quick and friendly. Thank you, Jonas!",1
39595993,1094867766948748442,2024-02-19,555425932,Václav,Everything was great.,1
51880302,1233996254636957833,2024-08-29,41549654,Fabian,"Stayed at Linda‘s place for a week and had a great time! First of all, she’s very caring and made sure I had an overall pleasant stay through checking in with me and recommending me lots of stuff to do. The place itself is located quite nicely, close to a tram station and 10mins by foot to the next bus and metro station. You’re in the heart of Stockholm in no time. Everything was as described, clean and well-equipped apartment. Can wholeheartedly recommend!",1
35109594,466512499,2019-06-09,231410012,Heidi,"Nice location, clean and cozy apartment, easy check-in and very practical.",1
40050309,1102782629058983873,2024-03-01,404804355,Marc,Great stay at Stockholm! The appartment is at 3 minutes walk from a beautiful view of the city and 20 minutes from the center!<br/>Highly recommended :),1
715782078995598920,728037767152496407,2022-10-01,349364410,Jeyanth,The host makes sure that her guests are not treated like strangers even though we are strangers.,1
35193938,605592311473573293,2022-04-15,38635748,Sebastian,"Communication with William was easy and fast, the apartment has a great location and comfortable. Thank you William.",1
40528768,1094118673359578997,2024-02-18,39587662,Cristina,"Comfortable flat in a great location. Plenty of space for a family of 4. Very near a supermarket and a great bakery, as well as restaurants, etc.",1
19416179,765823995486659181,2022-11-22,477685855,Elena,"It was nicely located next to the metro station and a supermarket. We also had wonderful snow and a nice comfortable stay :). We would definitely recommend Norah, also to first time travelers 😁",1
53839334,662884063492756446,2022-07-03,7281000,Anne,"It’s a nice apartment, well organized and clean. It’s close to the center.",1
36783732,1141153616297351154,2024-04-23,523146287,Raúl,I love the unique and special customer support 😍,1
38547139,1169459390162972699,2024-06-01,560772215,Emma,"I absolutely loved my stay at Maria Ana’s! I felt completely at home, and I wish I could have stayed longer. She gave great recommendations of things to do around the city and made sure I felt comfortable in the space.",1
52980065,501933409274832974,2021-11-23,300340005,Max,"Great flat, well located very near the red line station Gardet. Lots of space and very clean. Great value for money.",1
5955651,237511539,2018-02-23,5471204,Heike,"Everything perfect. A beautiful place, easy to reach and nicely made up. I liked it very much. It can feel busy at times, because there are several rooms for rent and a bit of a coming and going but perfect to meet different people! And an absolut stunning surrounding for sone walks!!!",1
30177569,527231347,2019-09-10,194356568,Karla,A great space in a great location in Gamla Stan!  Easy walking distance to and from Central Station (for traveling) and also for living like a local in the heart of it all.  The apartment is spacious and comfortable and William and Sofia are fantastic hosts (reliable and immediate responses).  We will definitely stay here again and highly recommend this space.  Thank you William and Sofia for a fantastic Stockholm experience! And to future travelers - Enjoy!,1
1075966756729648696,1276039553364866061,2024-10-26,10805003,Victoria,"Wonderful central location.<br/>Very spacious and comfortable apartment. Clean, quiet and cozy.",1
4839907,530047500,2019-09-15,73000475,Ilse,"We had a very nice stay in Marcella's appartment! Nice, cozy home, very quiet so we slept great. The description says that there is no own entrance, but this is not the case; we had the whole appartment to ourselves. There is a shared outside door though, for all the inhabitants of the building. We discovered the music system on the first day, which was very nice! Showering was a bit of a challenge, since the showerhead sprays the water everywhere except on your head ;) but the towels compensated this by being very nice and big. Marcella was very helpful. Thanks to you and your sweet son for welcoming us!",1
36071903,1225278526629086637,2024-08-17,110635847,Ivan,"Great place, really close to the metro. Nice trendy neighborhood as well. Grocery store was below the building which was nice.",1
50964914,888923696764325912,2023-05-11,25056056,Tony,Very well located in the city center of Stockholm. It's ideally located and very near the Slussen metro station.,1
956873139942633843,1205751553364895854,2024-07-21,131599219,Berit,"We had a wonderful stay in Södermalm! The apartment was clean, comfortable, and exactly as described. Our host was exceptionally kind and helpful, always available to answer our questions. We highly recommend this place to anyone visiting Stockholm!",1
21758764,459986049,2019-05-28,77246265,Grace,"Nil’s place is a wonderful space. We were busy every day sightseeing so was lovely to come back to a spacious apartment, make dinner and relax for the evening. The location was great as the metro station was a 2 minute walk.<br/>His recommendations were great too and the coffee place around the corner fed our caffeine habits perfectly!<br/>Would definitely recommend to anyone coming to Stockholm!",1
35059120,447632967139915325,2021-09-09,56078614,Océane,"The flat is clean and functional, we recommand it! Moreover Madeleine is reactive, it's easy to communicate with her. <br/>Thank you Madeleine!",1
164448,160883999,2017-06-16,15977501,Anton,Linda was warm and courteous  while having us in her cute bnb. She was always quick to respond to our queries. ,1
710503056483408900,1310772906778049232,2024-12-13,492910750,Sharafiya,Very private and well maintained place.felt like a hotel stay.,1
1181066144248590221,1317311750502834675,2024-12-22,39525892,Mette,Great location w 12 min walk to station. Clean and comfortable apartment with good bathrooms and good combined kitchen dining room area.  Great beds and quite easy to access apartment.   Host responds quickly.,1
10222510,492586241812331680,2021-11-10,63512544,Daniel,"The best Airbnb experience I ever had. The apartment was in a really perfect spot and it had everything inside, it was also really beautiful. Then the host was super nice with us, always helping with everything and making our experience at best as possible.",1
46913887,1264369804115945020,2024-10-10,653071828,Daryl,"Great unit for a solo stay. Relatively close to the metro station.<br/>Bathroom is indeed small but probably the same for many apartments in the area so its manageable unless you really want to relax in your showers.<br/>Had to clear the trash and linens upon check out, but generally still worth the price.",1
1695375,56235913,2015-12-11,7036430,Dawn,What a wonderful experience staying with Jennie and Frank. I cannot recommend their place enough. The location is excellent - 2 min walk to the metro - you'll be in the middle of Stockholm in 10mins. The neighbourhood is quiet and clean with a supermarket and restaurants close by so you can just chill out and relax. The apartment is beautifully maintained. Jennie was the perfect host and really made me feel welcome and comfortable at all times. It really was a perfect experience for me. ,1
963585965219211159,1004255821915629588,2023-10-17,420794844,Harry,Fantastic time at this location in sodermalm! <br/>It was near everything I was planning to visit & a short journey to ostermalm. <br/>Definitely shall visit again.,1
35543453,482272589,2019-07-06,270384002,Rune,"Family of 6 from the U.S. - This 'Classic' house is located in a quaint neighborhood with small cozy streets and 'villa' homes. Restaurant, bakery/coffee shop and great playground 'inside' the neighborhood and less than 4 minutes walk from the house. <br/>House was clean and roomy. big dining room with seating for 8. Location is good with plenty of shopping and a grocery store 8 minutes walk away. TV and Internet worked flawlessly. Hosts required basic tidy up and vacuuming prior to departure which was done in 15 minutes.<br/>15 min metro ride from 'Gamla Stan' and 8 min walk from the metro station to the house.<br/>Excellent experience for a large family!",1
1189022150403662141,1226756130084838188,2024-08-19,588546226,Monika,"Im in love wirh my stay ! <br/>Contact was very smooth. Same with check in process. <br/>Apartment is much better than on the pictures. Super clean , cozy and with all what you need. <br/>I will gladly back there on my next stay in Stockholm and recomende it to everyone",1
30687800,491870380880835562,2021-11-09,425791404,Charlie,Nice quiet hotel just a 2 minute walk from the metro. Room was perfect,1
5968420,1218721254747969037,2024-08-08,487875254,Mikael,"We a had a very nice stay at Nina's place -- comfortable and spacious in a fantastic location with a fully functional and stocked kitchen for cooking some of our meals at home. Smooth check-in and good communication. Well worth the price and the five stars. (Just to note that the laundry machine was out of function as of early August, which can pose a challenge since there are no self-sevice laundromats nearby.)",1
1205085645681702450,1231810300477149641,2024-08-26,485266929,Vianncy Michelle,"Amazing host, Monica's flat is beautiful and very accessible to get to the city center. I really recommend staying there xxx",1
18052233,327105333,2018-09-23,57561409,Helen,"Spacious & fairly basic apartment but good value considering your pretty close to the centre of a very expensive city. Just 20 mins via the Metro. A little tricky if you wanted  to cook meals in the apartment as it lacked utensils but otherwise good, we ate out so not really a problem for us. Easy check in & out, balcony great if its summer!",1
15109221,414198336651837766,2021-07-25,3465193,Rune,"Fantastic apartment, want to stay there again!",1
695411270901392517,891112192843143814,2023-05-14,2919744,Ricardo,"Good location, and good communication. The photos of the place are not 100% accurate, but definitely I recommend the place.",1
897140526536417628,1028869456601603530,2023-11-20,102529959,Erim,"Perttu is a wonderful host. My experience was very nice thanks to his recommendations. He's very kind, respectful, and willing to help at all times. I had to work so his desk was very useful. Even if you are doing a solo travel, this location is great. <br/>I am very pleased to have been his guest. <br/>Thank you, Perttu. <br/>I'd like to be back in summer. 😀",1
12925473,167309817,2017-07-06,360537,Clare,"Michael was a great host, apartment was fantastic. Many thanks! ",1
50965392,722267597481753882,2022-09-23,36890283,Scott,Exactly as described. Perfect location. Best of all very quiet. No noise from neighbors or from outside.  Wonderful stay.,1
49327982,951287563525541684,2023-08-05,249400041,Toon,"Johanna's house in Bromma is just wonderful! We spent 10 days in this beautiful, spacious house with our large family (2 parents and 4 kids) for a super vacation in Stockholm. Every of our children had a large bedroom (two even an entire floor) for their own, so much space! Moreover, the house is tastefully decorated with original art pieces and lots of book shelves, creating a very cosy Scandinavian ""hygge"" atmosphere.<br/>Also wonderful was the fact that we were able to use the bikes of the house, being an ideal transportation mode to reach the city centre (35 minutes biking), the tourist attractions on Djurgården, Drottningholm castle, etc.<br/>The house is located in a very quiet neighborhood, with a small supermarket close by, but also children's play gardens, a beach with kayak rental, nature parks, etc.<br/>Very much recommended!",1
898373580750925040,1160782045184991319,2024-05-20,17686737,Ruxandra,"We had a lovely stay at Ylva’s place, the garden is wonderful and as peaceful as the surrounding is, it is also very conveniently close to the metro towards the city centre. We really enjoyed our time here.",1
638919039053498732,1275286210300010504,2024-10-25,177124108,Choon Bee,View from balcony stunning,1
31190530,529190542,2019-09-14,123451588,Piyush,"This is one place I would highly recommend especially to someone on a budget. Just opposite the train station, and the host is very receptive. She helps you around to a nice and clean room with all you can ask for. The location is amazing. The kitchen is well stocked and also the bathroom is clean. Bus stops are like max 5 mins away and old city is about 15 mins including the walking to the bus station. Highly recommended host.",1
13470627,875871298734910465,2023-04-23,61906753,Maria,"Lovely neighbourhood, good Wifi - perfect if you need to work, spacious place with lots of light.",1
29455286,1046961531482989946,2023-12-15,470226931,Saengrawee,Tommy and Zelda were very welcoming. I loved the location of the apartment and how cosy it felt. Zelda is the most adorable fluff ball! Thank you so much for hosting my stay in Stockholm and good luck with everything :),1
1750830,271694792,2018-06-02,155078647,Christoph,Great place to stay. Jonas was a very nice host and had good tips to get around the city.,1
1271843,916473204648583712,2023-06-18,180142885,Lisa,"The appartement is super nice, clean, tidy and great location on Södermalm and for exploring Stockholm.<br/>Andrè is really nice, helpful and replies quickly. Perfect host!",1
5955089,1159977031207724312,2024-05-19,140820404,Brandon,"a very economical option in Stockholm. It was very clean. There are a few rooms rented out, and everyone was great to chat with. The shared bathroom and shower was no issue. The nature reserve next to the eco village was beautiful and getting into Stockholm city center was very quick.",1
20531912,552191224,2019-10-21,46908137,Fija,"Easy access to the flat, very good communication, near to the Metrostation, near to the Bromma airport, near to the supermarket, very quiet area, nice, big and very clean flat. Very satisfied.",1
36324410,1235403355687383087,2024-08-31,466183805,Mayeul,"Perfect , Elizabeth was very kind and helpful , it was a nice apartment",1
1255483029052718910,1306508224657972437,2024-12-07,456383183,Leo,"Very nice and lovely apartment, clean and cozy. It’s actually better than it looks in the pictures.<br/>Stina and I had a pleasant conversation, and everything’s just perfect",1
38684015,1228864154129530564,2024-08-22,596214013,Thomas,Very pleasant stay at this apartment.,1
6639610,310196009,2018-08-19,70798421,Carl,"The apartment lived up to the description and then some. It was thoughtfully appointed and furnished in a clean, modern style that had all we needed for our stay. <br/>It is a short walk to either the subway or several bus lines that greatly eased navigating the city. <br/>The apartment faces a quiet park and gets plenty of morning sunshine, which was nice to wake up to.  <br/>It is surrounded by numerous options for dining, drinking, and finding vintage clothing. The first night we found a restaurant  a block away that so impressed us that we returned a few nights later for an encore.  <br/>There was also a large selection of fine foods that could be purchased at a small grocery store only a block away. For more basic items there is COOP store another two blocks further. <br/>Overall, we had a fantastic stay. ",1
17916548,469180050,2019-06-14,116687726,John,Great location.,1
30579247,888984039453607007,2023-05-11,134492516,Icyilin,Great room.,1
31375529,1123798097306857862,2024-03-30,230465268,Luke,"Everything was fabulous with this stay, fascinating that this is one of the oldest buildings in Stockholm, its roots date back to the 1300’s!! <br/>The only frustration and disappointment was that when asking to check in slightly early you are slapped with an extra cost which doesn’t feel very fair or right if checking in that day and there is no one in the apartment. Especially when taking into the consideration the cost and the check in being so<br/>Late in the afternoon with nowhere to drop suitcases off.<br/>Other than that the place is a glimpse of Swedish history and slap bang in the centre of the gorgeous historical centre.",1
6054737,202397491,2017-10-11,29021957,Meagan,Katia and Tom's place was amazing. I'd highly recommend their place to anyone visiting Stockholm.,1
41876526,970902580882579643,2023-09-01,290069417,Ronny,Very nice apartment and great location!,1
7633885,201454549,2017-10-08,40235661,Heidi,Four adults spending a weekend in Stockholm. Everything went smoothly and the apartment was really lovely with all the nice details. Hugo and his spouse were really helpful and quick to answer our questions. I would definitely stay again.,1
954832,1183252043326445237,2024-06-20,19955070,Clare,This was a great little apartment. Bathroom was spacious and Mikael was a lovely host. Close to metro and shops and we walked everywhere. We really enjoyed our stay.,1
6835834,55677951,2015-12-04,45954268,Diana,"Location is a bit away from city center but just 15 minutes to the metro station. Room is in the nature environment, warm clean and comfortable. Mansour and Julia are really nice to have us extend one day more and share the big kitchen and bath room to us. And always nice to take care of our requirement, which gives us a nice trip in SE.",1
438129,537793357,2019-09-29,273998517,Jan,"Precisely as described, the metro line is about 10 minutes walking distance from home, it takes 20-25 minutes to reach central Stockholm. The room is rather small but that's not a bigger problem, though it requires short time of adjustment. Two well-equipped shops nearby.<br/>Probably the biggest advantage of the stay is that you really feel like a part of the family. Both Eva and Douglas are warm, supportive people, always willing to help. They will make your stay as comfortable as possible. Worth recommending!",1
720083776330842193,1162906378774183671,2024-05-23,570008703,Lotta,A clean and cozy apartment in a lovely location. Finding the apartment was a breeze and any questions we had were answered quickly.,1
7405601,291772632,2018-07-16,28980128,Florian,Cozy and well located (subway station 1 min. walk)  apartment. We directly felt at home. We absolutly recommend! ,1
50839789,871610614081448609,2023-04-17,187132656,Stefan,"A very suitable place for a short trip to Stockholm. The room looks exactly like the pictures and has everything you need to stay there a few days. The chat with Nicol was very easy going and the check in was uncomplicated. Although there is a large construction side nearby it was quiet in the flat. All in all, we could recommend staying there.",1
1264981882482677957,1297044769408042136,2024-11-24,148123674,Alexey,Maria is a great host.Apartment equipped very well.Big thanks for a enjoyable hospitality.,1
13520328,1028095054357899989,2023-11-19,51178391,Jose,"Without a doubt, Lotta is the best host I’ve encountered on Airbnb.<br/>The place is beautiful, peaceful, close to the metro station, and has everything you need",1
5955089,291686326,2018-07-16,676462,Waris,"Nils is a great host. The place is very well organized and provides all the amenities described. We had a great time. It was unfortunate that Stockholm was going through a major upgrade to the railway system while we were there that made our commute between city centre and Nils place time consuming. Other younger guests, who were there at the same time as us, however, had no problems using the bikes provided by Nils to get to the city. It is a lovely place, away from the city yet not far. I would stay there again without a second thought.",1
4595163,414935504100128731,2021-07-26,12734799,Vivianne,"We had a great stay at Alexander’s place. It’s a modern and well-equipped apartment in walking distance to the city center and Djurgården. We had a couple of hiccups but these were managed well by Alexander, who in general was very service minded. We have a 2 year old and an 8 month old and were afraid that the one bedroom might be a bit tight, but our 2 yo slept well on the sofa bed, no problems with space. Our 8 mo had a great seat at the breakfast table in the high chair that Alexander acquired for us. All in all a great stay.",1
39914605,519376447557125155,2021-12-17,244146144,Alice,Great location. Had a fantastic stay in this apartment.,1
1486023,460030984,2019-05-28,40244173,Peter,Great host and very friendly experience! The apartment itself was not what we saw from the photos so wish there was some more transparency about that.,0
48024274,672979989064307430,2022-07-17,66159857,Elisabet,Great location and very child friendly. Good communication with Tove.<br/>Only downside was that the main bedroom didn’t have windows to the outside. Otherwise everything is as described :),1
12449784,426180046,2019-03-20,1184063,Minna,"Really nice stylish and clean place with good communications. Jenny was a perfect host. We can highly recommend this place for singles, couples and small families. Quiet surroundings but close to city by metro.",1
2668289,35648616,2015-06-21,28153329,Angela,Nice quiet neighborhood with plenty of free parking around .close to metro and mini market and take away eateries.<br/>Very clean and comfortable ,1
52087693,611339268381678921,2022-04-23,14564856,Keren,"Great place!  Centrally located, with a supermarket a block away and very close to all types of quick food and dinner spots, and other conveniences. Also a minute walk from the train. The apartment is stylish and clean. Bed was comfortable, bedroom had blackout curtains, shower was nice and the bathroom had heated floors. Was easily able to work from here a couple of days during the trip. Thanks for the stay!",1
902732601458124276,933235569397719887,2023-07-11,32783791,Lucas,"This is a minimalist apartment, about a 5-8 minute walk to the metro. I enjoyed my stay. Elias’s communication was great. There does happen to be water that overflows from the bathroom, sometimes by the oven, and the hot water doesn’t last terribly long if that’s a dealbreaker for you. Personally I had a great time, and found the place to be quite worthwhile.",1
3322916,145014448,2017-04-17,84544039,Gema,Very nice place with very good connections to the city center and everywhere else. Nice hosts.,1
6054737,48071030,2015-09-23,37748044,Federico,"I had a great stay at Katias place. Great apartment and fantastic location in the heart of old part of Stockholm. The apartment was well equipped (kitchen, bedlinen, wide range of  tv channels etc), clean, spacious and with temporary design in a characteristic antique building. Everything went seamless. From checking in to checking out. There is only one thing to consider. The build don't have an elevator. I would easily ho for this option next time I go to Stockholm.  ",1
6971533,490396224334725533,2021-11-07,119298972,Peter,"Nadine is a lovely host and welcomed us warmly on arrival.  She was very responsive when we needed a little help and made sure our stay was perfect.<br/>The apartment is very comfortable and spacious for two people.  The décor is in a unique French style with many personal touches.  It's totally quiet and very warm.<br/>The bed is huge and very comfortable....   we slept in much later than planned!  <br/>The apartment is on the ground floor with easy access.  It's a great location in a very quiet side street a couple of minutes walk from Odenplan T Bana station and the buzz of the area, with lots of cafes and restaurants, great shopping locally and easy transport links for sightseeing.<br/>The laundry facilities are in a separate block in the rear courtyard - with the benefit of professional washing machines and tumble dryer and a superb huge clothes drying cabinet.  It's spotlessly clean and avoided having damp washing in the apartment.<br/>We'd stay again, without hesitation.   Highly recommendable :-)",1
879428982282373293,1278907307757182440,2024-10-30,146269503,Christian,"Definitely worth the money, nice apartment right in the center, close to popular destinations.",1
581243,98643300,2016-09-01,70035294,Chloe Ambre Charlotte,We spent 3 nights in Stockholm at Edwin's. The room as the rest of the appartment was clean and the bed comfortable. We enjoyed the location which is very close to a subway station in a nice neighbourhood. Edwin was very nice and available the contact was easy and friendly. I recommend !,1
6907743,55953020,2015-12-07,47967401,Rhenan,"My stay in Stockholm could not be better.<br/>Anne-Marie is the best possible. Very kind, polite and gave me the opportunity to have nice chats.<br/>I will make sure that next time I can stay there again.<br/>About the room, is everything you need. I spent 5 days where I really enjoyed during the day and had a nice and comfort rest during the night.<br/>Is easy to get to any place in Stockholm, as metro and bus station are very close.<br/>If you planning to have a great time, this IS the place.",1
751209546996874850,850531493917636475,2023-03-19,483489174,Jacqueline,Really lovely place,1
1647364,1257915135297714210,2024-10-01,36511882,Sophia,"Beautiful apartment in a fantastic location. Very spacious, safe and homely space. Great amenities. Lovely park across the road and plenty of cafes, bars and restaurants to choose from. Would love to stay here again.",1
30688548,668473988,2020-09-27,253409994,Iris,"I was positively surprised of this apartment. Very stylish and modern, and I hardly realized that there where no windows. It actually made us sleep better...<br/>Only downside was that the dishwasher was broken, therefore one star deducted from an overall amazing experience! I can highly recommend it.",1
43410478,951260073033027076,2023-08-05,46614370,Maria,Perfekt hideaway to spend the night in. Small but cozy. Clean and very modern.,1
14658098,205960191,2017-10-23,5349789,Neile,"The apartment is stylishly decorated and well-located, just a quick walk to the subway, restaurants, bakeries and a park. It was a good size for our family of four. The only downside was the lack of a shower. Thank you for a fun weekend in Stockholm!",1
30807581,552036539307646047,2022-01-31,103265912,Puck,"The place was great! Really clean, spacious and just a few minutes walk to grocery shops and station.<br/>It was really warm inside, a bit too warm for us, since the thermostat couldn't go any lower than 20° C and windows couldn't be opened. I guess a lot of people wouldn't think of this as a negative thing in winter, but to us it was just a little stuffy. <br/>Overall it was a great stay and we could've stayed here a lot longer.",1
855655963452734428,950541854094461330,2023-08-04,352953747,Anna,"We have stayed in many Airbnb properties and would rate Helena’s place as one of the nicest, best located, and well-equipped of all the places we have stayed. The house was very clean, modern, had everything we needed to feel at home, and was conveniently located close to Björkhahen metro station which connects you to the centre of Stockholm within 10-15 minutes. A supermarket was within walking distance which was handy, and just 5 minutes away was a scenic nature reserve with forest and lakes. The pair of deer that regularly visit the garden made it feel very charming! Communication from Helena was great too. We would highly recommend this wonderful house.",1
7229894,69284854,2016-04-10,13953738,Sara,"Zara's place was spotless, cosy and our room was spacious. It felt just like home. She gave us tips and spent some time with us over breakfast and a lovely conversation. The location is awesome too. I thoroughly recommend it!<br/>",1
19379456,486733596,2019-07-13,21015570,John-David,Wow! The apartment is very luxurious and centrally located in GS. Loved staying here — would definitely come back.,1
43885980,622304237743698031,2022-05-08,54978446,Jade,"Great location, great apartment, really good space and the communication was always helpful and timely. Thank you for a great stay!",1
3709938,337060159,2018-10-15,97195040,Rae,I think they were so kind and great! Left us litter treats upon our arrival! It’s so charming and I will defiantly consider staying there again when I come back!,1
19001942,484643096,2019-07-09,852995,Claude,We had a good time in Ellinor‘s wonderful swedish house!,1
